id,source,app,text,relevant,blocker,save_motivation,workaround,comparison,intent_type,severity,gender,category,price_band,age_band,evidence
62a5536d-2c16-4a2f-8539-ab1ab4214e36,play_store,AJIO,it was good and providing good product at cheap price but now a days it has become totally fraud...delivering duplicate irems....totally disppointed...,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
827dbf93-36ff-4659-ba7f-bf0952f922bd,play_store,AJIO,good service... I am happy ... 🥰..!!!,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
3d1e97c5-b33e-4b51-8599-7f92c79220b1,play_store,AJIO,price of products high,True,price_too_high,price_watching,none_mentioned,no_comparison,conditional_intent,delayed,unknown,unknown,unknown,unknown,price of products high
11dd62ff-feb9-40d4-a139-de04731412a4,play_store,AJIO,bahut bekar app h ye product time pr deliver ni hote or delivery date bhdate rehte or cancel kr dete last me. not trust on this shopping app. very bad app 👎👎,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
c009a136-3b77-485c-a19d-20a392caf5c1,play_store,AJIO,Worst experience I ordered a product but not delivered not satisfy about this app Policies,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
f93115eb-2423-438a-b846-11861711627b,play_store,AJIO,"I deeply regret shopping from this app. Never order anything from this platform. Once you place an order, you can't cancel it even if you want to. On top of that, there is no Cash on Delivery (COD) option available—you have to pay online in advance. When I confirmed my order, the estimated delivery date was 6 days later. But when the 6th day arrived, the delivery was delayed by another 3 days. This is the worst shopping platform I've ever used. 🤮",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
e9d9923c-1b15-419f-bfd8-a1beee29da99,play_store,AJIO,Develop a god for sake cancel button.,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
ee4c4aaa-fb39-479a-9c39-8b90da9de8b0,play_store,AJIO,My most favourite app for shopping really amazing and fascinating,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
023a2432-1305-4b21-b85a-d1a7634c3f5b,play_store,AJIO,"useless app. high prices , low quality, charges on every return of order. no such discounts.. never used this for shopping",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
f999e9ae-cfba-40cd-94da-24ed87f5d0ea,play_store,AJIO,they have some negligible ads,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
f0d9d736-25cb-4589-8104-f29eff73c694,play_store,AJIO,cod & pletform is to meen,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
f03b6c67-b733-43a2-bf66-8c3e2acf6479,play_store,AJIO,worst shopping app ever unable to cancel my order even after takin hours with the customer care team and so delayed delevry,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
322cbb69-2902-48bb-92df-14277f79fd58,play_store,AJIO,"Extremely disappointed with AJIO’s pathetic delivery service. I never received a single call from the delivery executive, yet every night I received an SMS saying the order couldn’t be delivered. I raised a complaint with customer care, but nothing was done. After waiting for 2 weeks, my order was simply cancelled. How can you mark an order undelivered without even attempting delivery? Absolutely unacceptable and frustrating. AJIO doesn't even deserve a 1 star rating. Pathetic service.",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
046d5481-f15f-4bb7-8044-c7884425dbdf,play_store,AJIO,"ordered only once from this app, but the item was not delivered even after 2 weeks and later they cancelled the order . Very misleading app, wont suggest this to anybody, Myntra is much more user friendly than Ajio.",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
86b13e63-911e-4341-83ee-d70e28add023,play_store,AJIO,limited stock in track pant tees casual waer more option needed,True,stock_size_gone,buy_later_definite,none_mentioned,no_comparison,conditional_intent,delayed,unknown,activewear,unknown,unknown,limited stock in track pant tees
8330153b-64b8-4007-89e3-37ab8d6441d3,play_store,AJIO,taking more extra charges on orders,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
7c6dcb97-3fe1-4292-8e13-f2e33835aebc,play_store,AJIO,ajio faroud company Jo product photo mein dikhaya jata Hai vah receive nahin hota hai to satk Rahe savdhan Rahe yah aur companiyon Ko bhi kharab kar rahi hai 🙏🙏,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
20e9d9af-9964-46a7-b55f-7290ebba89ff,play_store,AJIO,"For God's sake, could you please just stop sending the products through shadowfax logistics. Shadowfax delivery agents are extremely rude and horribly unprofessional. I think they were not just appointed to deliver the ajio products but to shout, scold and mistreat the customers. KINDLY DON'T SEND PRODUCTS THROUGH SHADOWFAX LOGISTICS. I had enough of the worst experiences with your product delivery service through Shadowfax. Your competitors logistics are much better. HIRE BETTER LOGISTICS AJIO",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
4bb65ebd-6814-47f4-99f4-e32ec3a88af9,play_store,AJIO,"Absolute worst experience ever. The delivery guy is rude, the helpline doesn't work. When we call the helpline they give us useless options. The delivery guy hangs up on you when u try to give him a Direction, You should change your delivery partner, better add a rating for delivery experience. Fix it or loose the customer, i now have no idea where my order is.",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
b2cd38c8-a3b1-40ae-828e-e8485a55d3db,play_store,AJIO,achha hai pr offer bhut km aara hai,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
540789bd-252b-45ed-9767-80c00d031b9f,play_store,AJIO,"they irritate and harass you by not picking up return, they donot have a coordination with delivery partners. when u order m size, they deliver xxl . donot give clear help from customer care.worst ecommerce platform",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
1cb215d3-58b3-457f-a578-d30de96f61ca,play_store,AJIO,vry bad experience in ajio order product will not be delivered on time and some order product will will be cancelled automatically vry disappointed with the app,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
66ea552f-c821-4fc2-9a6c-5d6373f0d9ea,play_store,AJIO,"I participated in the AJIO Invite Your Friends program and successfully referred four friends using my referral code. All four friends placed their first orders, and their applicable return periods have also ended without cancellation/return. However, I have not received the referral AJIO SuperCash in my wallet.",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
561f6790-3483-477e-b550-130ed8f03986,play_store,AJIO,Very helpful and lowest price,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
e1c72fea-70e8-4a01-982c-66e7e966a64e,play_store,AJIO,"E-commerce worst app ever in terms of delivery.I had ordered three products on 13 aug 2026 but the product still doesn't reach me.I have been waiting for the product. Today, the date is 22 aug 2026.The only thing i can do is wait further.",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
10546b7d-46f9-4dd2-b8db-028907ab1298,play_store,AJIO,"I have ordered a top and I still has not been Delivered yet, like its 3 days delay",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
4ec0cab8-ed5b-4ff5-83fc-1c489d65d574,play_store,AJIO,This side Rohit Kumar product very nice 👍,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
b8d694e5-06f7-49c5-bf41-639aa6db1766,play_store,AJIO,thnx for cash on delivery,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
73799d1b-c2df-4db8-8c59-6e5830bcbb61,play_store,AJIO,"One of the worst shopping apps I have ever used. I would suggest that anyone who orders multiple products from this app make an unboxing video for their own safety and as proof. They may miss one of your products when you order more than one item. This was my first and last order from this app, and I have already uninstalled it. I lost my hard-earned money because of their mistake. already reached your customer care with no help. that's another worst experience.",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
5537f3d2-8762-4a32-940f-218ca384b097,play_store,AJIO,pathetic experience regarding return product non friendly customer care,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
836f7c52-1990-4abf-9a80-6769845be73f,play_store,AJIO,falsely advertising offers on credit card,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
bfa14200-7e56-417f-b2f9-4d7fb80731a2,play_store,AJIO,"Very disappointing experience with AJIO. I received products without brand tags, and when I requested a return, the pickup agent refused to accept them. After raising a complaint, they finally picked up the products, but my refund is still pending. AJIO says the products will reach the warehouse, undergo a quality check, and only then will the refund be processed. If the products were delivered without tags, why should I face the consequences? Extremely frustrating experience!",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
d5f34f90-86df-472b-8ac0-20ccb6897273,play_store,AJIO,platform free 23 rupees 😱 delivery free 49 rupees 😱 cash on delivery 15 rupees 😱 iam not happy,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
fb35c3e9-5eb4-46b9-bad3-0a0cb5b8e181,play_store,AJIO,Very slow loading and app sometime too laggy. This App use more than 1GB of storage . They provide coupons and ajio cash but can't use it .,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
72589aaf-aa07-4eac-ad2b-f14d159a98d6,play_store,AJIO,poor customer service 😞,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
d32b90ba-2dfc-4254-9ae5-942a2152446f,play_store,AJIO,the best plateform for best quality products,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
538af756-e9a8-4880-97d1-caaab0fe1385,play_store,AJIO,i want to give minus rating. Pathetic courier service. Not received the product after 25 days. i am observing since last 2 yrs. no improvement at all. Also they cancelled my order and refund to wallet insted of card. They do this intentionally so that you are bind to buy their product only.,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
227d195f-c580-4801-bf6a-d84994ea7f8e,play_store,AJIO,it's ok but more brand added in midium price n best local brands,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
dbc658a5-9f4e-49aa-b09e-1a51aef35a0c,play_store,AJIO,Excellent app i love this app❤️,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
54097da1-47d7-4a35-91f6-375f446d55b5,play_store,AJIO,Worst delivery experience ever they never deliver on time.,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
dc210142-3c60-4397-bcf9-83a8bb4794c6,play_store,AJIO,Usually Ajio sends unsold products to us even if we order the right products and they are not ready to exchange but they have an option for EXCHANGE in their app. An interesting story is that I ordered a product after consulting with the customer care but again I got a different product only. Ajio is great if you want to accept whatever they send. Customer service is worst. So please think before you install the app. The worst experience from these people. I never recommend it 2 my any1,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
31209470-51a6-466e-8f62-ecc365341253,play_store,AJIO,"very bad experience with the app, very lagging, even if there is high speed network.",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
53fe59f3-11a6-4cf7-8976-2ebbf540125e,play_store,AJIO,i had worst online shopping experience with ajio. i ordered a top that was looking soo good in the picture but i recieved a short kurti that looked soo bad and i returned it. after i requested return the pick up guy came 3 days later and that too at a location that was away from my location after which i had to request them multiple times for returning the product . the the pick up guy came around 9 days later but my refund was initiated after around a week.,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
1a8abc13-67c8-4316-8960-684c596c23fc,play_store,AJIO,very bad experience I ordered a rust colour red chief shoe size 7 but I received a black colour boot size is 10 I raise return request and talk to customer care but I am not satisfied when my refund arrive to my bank account don't no so people it was a fake app don't but anything in this app it was not open box delivery and return policy is very bad so it was cheat you don't buy any item in this app,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
beb9c2ce-1d77-4964-9ec8-f0e747103204,play_store,AJIO,"The shittiest E-commerce app in India , these guys first take order than show the expected date after shipping the order they say the order is delayed and no further date for delivery ,when you guys can't deliver goods on time than go to Himalayas and close your damn company . The best part is CS not even they know when will you get your product after it got delayed. so don't fall for their coupons or discount and try to purchase any expensive thing from this platform. Honest review from myside",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
dc1c98d4-2cd3-441a-9bc8-a3d1ac0f1dfe,play_store,AJIO,My first time experience of this app and I love it so much it's worth shopping from here,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
d377e193-04cc-43ac-b58a-eeecbf119ed8,play_store,AJIO,I really enjoyed shopping from this app. It has beautiful collection and very vibrant energy.,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
5f4d94ce-cb06-422a-b3a8-365ec38720d4,play_store,AJIO,"pathetic experience,I placed a prepaid order but unable to receive it,neither shared my otp to delivery agent then also product is showing delivered and on complaining also their team raise a complaint and end saying product is delivered by sharing otp but no otp was shared by my side just they are raising complain each time with a higher supervisor and ending with same story i have shared delivery agent no also to them but they aren't doing any checking just closing complain with same excuse.",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
979c466b-6bba-4f93-abf9-c33bcd73e4f7,play_store,AJIO,"The worst service one can get, first they deliver a fake Nike shoe, and the customer support didn't do anything. I had to mail a compliant to Nike India and they raised the issue with Ajio to get it returned. They took the shoe but the amount got credited on the Ajio wallet only, so that you have to buy something from them again!! What kind of business you're doing!",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
8af5e13d-faa4-402b-92a7-7cb1df81e6b3,play_store,AJIO,worst app where there is no direct customer care support,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
0435c65e-96f9-4800-b1f5-1e7e9c8bd5d7,play_store,AJIO,your app is very slow,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
c29e06c0-2abd-49df-9a0f-31bf3fc05560,play_store,AJIO,I suggest not to buy from AJIO app bcz wat thy promise they don't deliver the product on time waste of time money share this to everyone,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
5180259f-6cbf-4be2-b12f-3ee8ef4afdcd,play_store,AJIO,3rd class delivery app koi install mt kro bhut hi ghatiyaa h ye😡😡😡😡😡 sirf order lete delivery krte hi ni,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
c0cbfc1a-8f80-4d70-8420-f9ab80cb0069,play_store,AJIO,fraud app he mere pesa 2 bar refund nai kiya costumer care vale pagal banate he please is app ke fraud se bache sir pehle hi call or mail kar diya he par abhi b koi reply nai he,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
55d5a736-1142-49e9-aff7-e5ba8ddfa973,play_store,AJIO,"I had a very bad experience with AJIO.I requested a return, and the pickup date was scheduled for August 17, but the product was not picked up.I raised a complaint,and they was informed that the issue would be resolved by August 21. However, when I contacted customer service again today, August 21, they raised another complaint and asked me to wait until August 25. The customer service is extremely poor, and I am not receiving a proper resolution.",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
f6a9083b-04a0-4837-811d-9e627e7efb5e,play_store,AJIO,very good and budget friendly.,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
5df21c95-df7d-4b26-81ad-e9f947bf82e9,play_store,AJIO,hope for good product,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
2fae60d8-22be-41c3-8cfd-2cab38848dd0,play_store,AJIO,good option of clothes,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
bef6250b-d6bd-47f5-8823-c4affff76901,play_store,AJIO,ye ajio bale ki boom me kida gus raha barbar bhai ajio costumer service sehi nehi he iska delivery available nehi hote jyada tor bhai galti sebhi ajio ko download mat karna,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
731029d5-1cc3-4fca-8ba1-cafefc5babcd,play_store,AJIO,புதிதாகப் பதிவு செய்துள்ளேன்,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
feabe6d3-c542-4bd1-a58f-ceb5a02af812,play_store,AJIO,"worest app i ordered top but they send an night pant so i returned it they picked the product but still now they are not transfering my money to account ,refund should be iniciated to sep 11 why that much time ,dont buy the product from ajio its an fruad app",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
9c1a80fb-de1f-4c4f-b5dc-21124ae78ea5,play_store,AJIO,bahut kharab app Hai isase achcha Flipkart Hai ise mat Karna koi bhi download iska server bahut ganda phone lag maarta hai 🦠🦠🦠🦠🦠🦠🦠🦠🦠🦠,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
49ab76bd-1c23-462d-bb14-1de7093c61f6,play_store,AJIO,ajio charges extra money on product like platform fees and if i choose mode of payment cash on delivery. seriously this is a open scam.,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
2d4e39c3-a4bb-4ea6-b5d8-aae12cf1cd3a,play_store,AJIO,"It honestly feels like a brand-new app after this improvement. 🌿 Before, syncing interrupted almost everything—opening the app, starting an entry, stopping one, or editing it could trigger another sync. Once that happened, the entire app stopped responding until it finished. The delay when stopping entries was equally annoying because several extra seconds were added too. Now downloads are much faster, stability feels stronger, and everything runs smoothly. 💙 Huge thanks to everyone",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
cfa4b410-c45f-4917-ba7b-b9844fa2c844,play_store,AJIO,"Pathetic e commerce platform, they should wind up their business. The national consumer helpline saved me from the scam they were doing with me.",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
884e3bf9-93b8-4e06-af90-249acc414f15,play_store,AJIO,return products have been not received by me,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
bf13f654-d1ad-443f-ae0d-9933c11d9820,play_store,AJIO,literally it's very bad they keep cancelling my order without asking if I have ordered 3 item then 2 will be cancelled by them I don't know why they do like this,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
7cd57e9e-662d-45e9-b43f-c804957a2ed3,play_store,AJIO,Very very good app for shopping,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
f88afce8-a81a-46d6-ba6e-de4e3ed00bad,play_store,AJIO,"extremely slow and basic filters like slim or relaxed fit, this app doesn't have.",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
334dfa45-9b17-44bc-8edb-70b11bbc8c5b,play_store,AJIO,its very worst app 😕 not updated in ok time,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
83c77e9b-9574-439d-94c7-93daf4080b11,play_store,AJIO,"This is the worst worst worst app for shopping, I ordered puma shoes, after 3 days they cancelled the order without my intimation. When I call the customer care simply saying that that product has failed in quality, but we have the same product is available in the listing. I dont understand here if that item has failed in quality, which you can send the same product already available in your store. Another item expected to deliver on Aug 19 still not delivered.",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
00292894-c2b4-4e4b-8178-a76f9082fddc,play_store,AJIO,useless app not even opening the app proper,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
5e532a0c-db02-4ca0-8488-d32af56d8bac,play_store,AJIO,app is literally irritating,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
607b96ee-dd4c-4ba1-bb64-a747d0fb61e1,play_store,AJIO,my 1st choice and 1st preference to buy anything online is ajio for its quality offers all items shown are original theirs no duplicacy,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
5a692e95-92aa-4161-a9a8-b8533f83bc08,play_store,AJIO,easy buying reasonable prices,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
6ba11749-702d-4e56-9e42-11cbb367443d,play_store,AJIO,offers not applicable no cod,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
b85862b1-6242-4f52-8b03-c7c83652f9d2,play_store,AJIO,worst app for shopping.after lots of call to customer care they canceled the order. worst experience never use for shopping again.,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
0c403b9c-9aee-4e23-8d43-439261e9837f,play_store,AJIO,"“My ₹657.45 refund has still not been credited. AJIO previously showed that the refund was initiated, but I have not received the money. I raised complaints and was given different updates, but the issue is still unresolved. I request AJIO to provide the refund transaction/reference number and credit my refund as soon as possible.”",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
2f373628-eb5a-4bc0-a9cb-dc993588d506,play_store,AJIO,"This is extremely disappointing and completely unacceptable from AJIO. I ordered a white pyjama for my 15th August office celebration, expecting a fresh and properly packed product. Instead, I received a dirty, clearly used product that looked like it had already been worn by someone else. How can a reputed platform deliver such a product to a customer? This is not just poor quality control—it shows a complete lack of respect for the customer.",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
a845f4bb-8dc7-4a89-9f0d-fc349a8d64ee,play_store,AJIO,ordar prosec is very difficult,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
662f3b6f-5db1-4468-8a3d-5a1b012687e6,play_store,AJIO,"Cash on delivery Rs. 29 and platform fee Rs. 19, delivery charges Rs. 99 Total Rs. 147 without anything. Nothing but a loot. further they themself cancel the order and deduct the palform fees. ajio mostly deliver damaged item, sandle was damaged, shirt was unstitched, shoe without insole, and delivery executiv are senseless, boneless and highest level of rude. The customer care executive are for raising complaint and nothing else. Unprofessional staff, un profession delivery persons. Making fool",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
fe237113-923c-4bdf-9d15-122da2182a64,play_store,AJIO,Price shown 210 Rs and in fact taken 478 Rs so next time we think twice rather sorry,True,price_too_high,unclear,none_mentioned,no_comparison,conditional_intent,delayed,unknown,unknown,under_1000,unknown,Price shown 210 Rs and in fact taken 478 Rs so next time we think twice
3dc11d49-dea9-4428-b600-54f5daa96de3,play_store,AJIO,payment not happening for 48 hrs,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
d0f7a5ad-d0a1-4293-bcd7-4994f6d6c5b7,play_store,AJIO,"Very bad experience. Product quality was not good, delivery was delayed, and customer service was not helpful. Totally disappointed. 1 star,third party app",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
